TF,Target,label
CTNNB1,PLK1,1
CTNNB1,PRKACB,1
CTNNB1,PTPRM,1
CTNNB1,PTPRZ1,1
CTNNB1,RUVBL1,1
CTNNB1,RUVBL2,1
CTNNB1,SMAD2,1
CTNNB1,SOX17,1
CTNNB1,SRC,1
CTNNB1,TCF4,1
CTNNB1,TCF7L1,1
CTNNB1,TFAP2A,1
CTNNB1,TGFBR1,1
CUX1,ACTC1,1
CUX1,ALCAM,1
CUX1,ALDOC,1
CUX1,ALS2CR8,1
CUX1,ANGPT2,1
CUX1,APBB2,1
CUX1,ASB9,1
CUX1,ASXL1,1
CUX1,BAMBI,1
CUX1,BCAT2,1
CUX1,BTF3,1
CUX1,C2ORF69,1
CUX1,CA12,1
CUX1,CADM1,1
CUX1,CAMK2D,1
CUX1,CBX3,1
CUX1,CCNA2,1
CUX1,CHN1,1
CUX1,CIRH1A,1
CUX1,CLDN10,1
CUX1,CLU,1
CUX1,CRABP2,1
CUX1,CREB3L4,1
CUX1,CTSK,1
CUX1,CYP1B1,1
CUX1,DACH1,1
CUX1,DCAF5,1
CUX1,DNAJB14,1
CUX1,DOK6,1
CUX1,DUSP10,1
CUX1,E2F3,1
CUX1,EHMT2,1
CUX1,ELAVL2,1
CUX1,ENOPH1,1
CUX1,EPHA1,1
CUX1,ESRRG,1
CUX1,ETS1,1
CUX1,ETV1,1
CUX1,FAM46A,1
CUX1,FASTKD3,1
CUX1,FAT1,1
CUX1,FLRT2,1
CUX1,FOXD3,1
CUX1,FOXN3,1
CUX1,FTSJ3,1
CUX1,GABRB3,1
CUX1,GATA3,1
CUX1,GATA4,1
CUX1,HDAC9,1
CUX1,HOXB3,1
CUX1,HOXB4,1
CUX1,HOXB7,1
CUX1,HS3ST1,1
CUX1,ID3,1
CUX1,IFT80,1
CUX1,IL13RA1,1
CUX1,JAKMIP2,1
CUX1,KIAA1324L,1
CUX1,KLF5,1
CUX1,KLHL4,1
CUX1,LAMB1,1
CUX1,LRP12,1
CUX1,MAFG,1
CUX1,MCM5,1
CUX1,MEIS1,1
CUX1,MEX3C,1
CUX1,MORC4,1
CUX1,NAP1L3,1
CUX1,NAT10,1
CUX1,NFIA,1
CUX1,NFIB,1
CUX1,NFXL1,1
CUX1,NFYB,1
CUX1,NHLH2,1
CUX1,PA2G4,1
CUX1,PAQR3,1
CUX1,PDE4D,1
CUX1,PITX2,1
CUX1,PLCB1,1
CUX1,PLCE1,1
CUX1,PLEKHA6,1
CUX1,POU2F1,1
CUX1,PPP3CA,1
CUX1,PPT2,1
CUX1,PRKACB,1
CUX1,PRMT6,1
CUX1,PTMA,1
CUX1,RBM24,1
CUX1,RBMS3,1
CUX1,RGS5,1
CUX1,RNF170,1
CUX1,RXRG,1
CUX1,SAAL1,1
CUX1,SAP18,1
CUX1,SATB1,1
CUX1,SDCCAG8,1
CUX1,SEMA5A,1
CUX1,SERPINE2,1
CUX1,SHOX2,1
CUX1,SLITRK2,1
CUX1,SMAD6,1
CUX1,SMG6,1
CUX1,SULF2,1
CUX1,SUPT7L,1
CUX1,SVIL,1
CUX1,SYNE2,1
CUX1,SYT1,1
CUX1,TAOK3,1
CUX1,TATDN1,1
CUX1,TCF4,1
CUX1,TEAD1,1
CUX1,TFAP2A,1
CUX1,TLE3,1
CUX1,TMEM57,1
CUX1,TOP2A,1
CUX1,TRPS1,1
CUX1,TTN,1
CUX1,WDR12,1
CUX1,ZCCHC11,1
CUX1,ZFHX3,1
CUX1,ZKSCAN1,1
DAB2,MIB1,1
DAB2,SMAD2,1
DAB2,SRC,1
DAB2,TGFBR1,1
DAXX,AR,1
DAXX,ATRX,1
DAXX,CALCOCO2,1
DAXX,DNMT1,1
DAXX,ESRRG,1
DAXX,ETS1,1
DAXX,STAT3,1
DAXX,TGFB1,1
DAXX,TGFBR1,1
DAXX,TP53,1
DDX54,NR3C1,1
DDX54,PGR,1
DEK,TFAP2A,1
DMBX1,OTX2,1
DNAJC2,HSPA14,1
DNMT1,DAXX,1
DNMT1,DNMT3A,1
DNMT1,DNMT3B,1
DNMT1,EZH2,1
DNMT1,PCNA,1
DNMT1,TRIM27,1
DNMT3A,DNMT1,1
DNMT3A,DNMT3B,1
DNMT3A,EZH2,1
DNMT3A,ZNF238,1
E2F3,ACBD6,1
E2F3,AIF1L,1
E2F3,APBB2,1
E2F3,BTBD10,1
E2F3,C20ORF112,1
E2F3,CA2,1
E2F3,CBFA2T2,1
E2F3,CBX3,1
E2F3,CCNE2,1
E2F3,CDCA7,1
E2F3,CDH2,1
E2F3,CIRH1A,1
E2F3,CNBP,1
E2F3,CSDE1,1
E2F3,CSRP2,1
E2F3,CTNNB1,1
E2F3,DAXX,1
E2F3,DEK,1
E2F3,DNAJB14,1
E2F3,DNAJC11,1
E2F3,DNMT1,1
E2F3,DTL,1
E2F3,DUSP4,1
E2F3,EDEM3,1
E2F3,ERBB2IP,1
E2F3,ETS1,1
E2F3,FAM208A,1
E2F3,FAM64A,1
E2F3,FUS,1
E2F3,GAD1,1
E2F3,GALNT11,1
E2F3,HCFC1,1
E2F3,HMGA1,1
E2F3,HNRNPD,1
E2F3,HOXB7,1
E2F3,IPO4,1
E2F3,KDM6A,1
E2F3,MCM10,1
E2F3,MCM3,1
E2F3,MCM4,1
E2F3,MCM5,1
E2F3,MCM6,1
E2F3,MCM7,1
E2F3,MORC4,1
E2F3,MYBL2,1
E2F3,MYCN,1
E2F3,NOG,1
E2F3,NXT2,1
E2F3,OTX2,1
E2F3,PCDH7,1
E2F3,PCNA,1
E2F3,PDGFA,1
E2F3,PGAP1,1
E2F3,PHC1,1
E2F3,PLAU,1
E2F3,POLR2M,1
E2F3,PPP3CA,1
E2F3,PRPS2,1
E2F3,PTMA,1
E2F3,PTPRZ1,1
E2F3,RAD51,1
E2F3,RAI1,1
E2F3,RASGRP3,1
E2F3,RPA2,1
E2F3,SEMA6D,1
E2F3,SLC16A2,1
E2F3,SLC35A3,1
E2F3,SLC39A14,1
E2F3,SMG6,1
E2F3,SORL1,1
E2F3,SOX3,1
E2F3,SOX4,1
E2F3,SPRY2,1
E2F3,SRSF1,1
E2F3,SRSF2,1
E2F3,TCF4,1
E2F3,TFAP4,1
E2F3,TFDP1,1
E2F3,TGFBR1,1
E2F3,TLE3,1
E2F3,TMEM48,1
E2F3,TRIM37,1
E2F3,TYRO3,1
E2F3,UHRF1,1
E2F3,UNG,1
E2F3,USP44,1
E2F3,WNT5A,1
E2F3,XRCC6,1
E2F3,ZEB1,1
E2F3,ZNF516,1
E2F4,ABCA1,1
E2F4,ACBD6,1
E2F4,AIF1L,1
E2F4,APBB2,1
E2F4,ARID3A,1
E2F4,BCL11A,1
E2F4,BTBD10,1
E2F4,C20ORF112,1
E2F4,CA2,1
E2F4,CBFA2T2,1
E2F4,CBX3,1
E2F4,CCNA2,1
E2F4,CDC6,1
E2F4,CDCA7,1
E2F4,CDH2,1
E2F4,CIRH1A,1
E2F4,CNBP,1
E2F4,COL4A1,1
E2F4,COL4A2,1
E2F4,CSDE1,1
E2F4,CSRP2,1
E2F4,CTNNB1,1
E2F4,CYP1B1,1
E2F4,DAXX,1
E2F4,DBF4,1
E2F4,DEK,1
E2F4,DNAJB14,1
E2F4,DNAJC11,1
E2F4,DNMT1,1
E2F4,DTL,1
E2F4,DUSP4,1
E2F4,E2F3,1
E2F4,EDEM3,1
E2F4,ERBB2IP,1
E2F4,ETS1,1
E2F4,F3,1
E2F4,FAM208A,1
E2F4,FAM64A,1
E2F4,FST,1
E2F4,FUS,1
E2F4,GAD1,1
E2F4,GALNT11,1
E2F4,HMGA1,1
E2F4,HMGN2,1
E2F4,HNRNPD,1
E2F4,HOXB7,1
E2F4,HTRA1,1
E2F4,ID3,1
E2F4,IPO4,1
E2F4,ITGB3BP,1
E2F4,KDM6A,1
E2F4,KIF22,1
E2F4,MAD2L1,1
E2F4,MCM3,1
E2F4,MCM4,1
E2F4,MCM5,1
E2F4,MCM6,1
E2F4,MCM7,1
E2F4,MORC4,1
E2F4,MYBL2,1
E2F4,MYCN,1
E2F4,NDC80,1
E2F4,NOG,1
E2F4,NXT2,1
E2F4,OTX2,1
E2F4,PCDH7,1
E2F4,PCNA,1
E2F4,PDGFA,1
E2F4,PGAP1,1
E2F4,PHC1,1
E2F4,PIM2,1
E2F4,PLSCR4,1
E2F4,POLR2D,1
E2F4,POLR2F,1
E2F4,POLR2M,1
E2F4,PPP3CA,1
E2F4,PRPS2,1
E2F4,PTMA,1
E2F4,PTPRZ1,1
E2F4,RAD54L,1
E2F4,RAI1,1
E2F4,RASGRP3,1
E2F4,REL,1
E2F4,RFC3,1
E2F4,RFC4,1
E2F4,RPA2,1
E2F4,SEMA6D,1
E2F4,SFPQ,1
E2F4,SLC16A2,1
E2F4,SLC35A3,1
E2F4,SLC39A14,1
E2F4,SMAD2,1
E2F4,SMG6,1
E2F4,SORL1,1
E2F4,SOX3,1
E2F4,SOX4,1
E2F4,SPRY2,1
E2F4,SRSF1,1
E2F4,SRSF2,1
E2F4,TCF4,1
E2F4,TEAD4,1
E2F4,TFAP4,1
E2F4,TFDP1,1
E2F4,TGFBR1,1
E2F4,TK1,1
E2F4,TLE3,1
E2F4,TMEM48,1
E2F4,TOP2A,1
E2F4,TP53,1
E2F4,TRIM37,1
E2F4,TYRO3,1
E2F4,UHRF1,1
E2F4,UNG,1
E2F4,USP44,1
E2F4,VHL,1
E2F4,WEE1,1
E2F4,WNT5A,1
E2F4,XRCC6,1
E2F4,ZEB1,1
E2F4,ZNF516,1
E2F7,ACBD6,1
E2F7,AIF1L,1
E2F7,APBB2,1
E2F7,BTBD10,1
E2F7,C20ORF112,1
E2F7,CA2,1
E2F7,CBFA2T2,1
E2F7,CBX3,1
E2F7,CDC6,1
E2F7,CDCA7,1
E2F7,CDH2,1
E2F7,CIRH1A,1
E2F7,CNBP,1
E2F7,CSDE1,1
E2F7,CSRP2,1
E2F7,CTNNB1,1
E2F7,DAXX,1
E2F7,DEK,1
E2F7,DNAJB14,1
E2F7,DNAJC11,1
E2F7,DNMT1,1
E2F7,DTL,1
E2F7,DUSP4,1
E2F7,E2F3,1
E2F7,EDEM3,1
E2F7,ERBB2IP,1
E2F7,ETS1,1
E2F7,FAM208A,1
E2F7,FAM64A,1
E2F7,FUS,1
E2F7,GAD1,1
E2F7,GALNT11,1
E2F7,HCFC1,1
E2F7,HMGA1,1
E2F7,HNRNPD,1
E2F7,HOXB7,1
E2F7,IPO4,1
E2F7,KDM6A,1
E2F7,MCM10,1
E2F7,MCM3,1
E2F7,MCM4,1
